opt1.thisRepN,opt1.thisTrialN,opt1.thisN,opt1.thisIndex,staircase_loop.thisTrialN,staircase_loop.stepSize,staircase_loop.intensity,opt2.thisRepN,opt2.thisTrialN,opt2.thisN,opt2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,staircase_loop.response,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,99.57797610003036,99.57797610003036,space,2.5916218000929803,,,,,,538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,0,0.005,0.5,,,,,,,,,102.2979614000069,102.2979614000069,105.34287799999584,105.34287799999584,[1],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,1,0.005,0.495,,,,,,,,,105.34287799999584,105.34287799999584,108.37146910000592,108.37146910000592,[1],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,2,0.005,0.49,,,,,,,,,108.37146910000592,108.37146910000592,111.40756339998916,111.40756339998916,[1],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,3,0.005,0.485,,,,,,,,,111.40756339998916,111.40756339998916,114.45203080005012,114.45203080005012,[1],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,4,0.005,0.48,,,,,,,,,114.45203080005012,114.45203080005012,117.51851820002776,117.51851820002776,[0],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,5,0.005,0.485,,,,,,,,,117.51851820002776,117.51851820002776,120.5615937000839,120.5615937000839,[0],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,6,0.005,0.485,,,,,,,,,120.5615937000839,120.5615937000839,123.5971600000048,123.5971600000048,[0],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,7,0.005,0.49,,,,,,,,,123.5971600000048,123.5971600000048,126.64537200005725,126.64537200005725,[1],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,8,0.005,0.485,,,,,,,,,126.64537200005725,126.64537200005725,129.69652060000226,129.69652060000226,[1],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,9,0.005,0.48,,,,,,,,,129.69652060000226,129.69652060000226,132.73814420006238,132.73814420006238,[0],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,10,0.005,0.48,,,,,,,,,132.73814420006238,132.73814420006238,135.78047570004128,135.78047570004128,[1],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,11,0.005,0.475,,,,,,,,,135.78047570004128,135.78047570004128,138.81552800000645,138.81552800000645,[0],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,12,0.005,0.475,,,,,,,,,138.81552800000645,138.81552800000645,141.8626815000316,141.8626815000316,[0],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,13,0.005,0.48,,,,,,,,,141.8626815000316,141.8626815000316,144.91774669999722,144.91774669999722,[0],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,14,0.005,0.48,,,,,,,,,144.91774669999722,144.91774669999722,147.96580540004652,147.96580540004652,[1],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,15,0.005,0.475,,,,,,,,,147.96580540004652,147.96580540004652,151.01281330001075,151.01281330001075,[1],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,16,0.005,0.47,,,,,,,,,151.01281330001075,151.01281330001075,154.06261390005238,154.06261390005238,[1],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,17,0.005,0.46499999999999997,,,,,,,,,154.06261390005238,154.06261390005238,157.10122660000343,157.10122660000343,[0],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,18,0.005,0.46499999999999997,,,,,,,,,157.10122660000343,157.10122660000343,160.14593240001705,160.14593240001705,[0],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,19,0.005,0.47,,,,,,,,,160.14593240001705,160.14593240001705,289.43264050001744,289.43264050001744,[1],538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
0,0,0,0,,,,,,,,,,,,,,,,,538156,001,3,2024-08-13_17h13.49.223,stimuli4,2022.2.5,60.20995208946184,
,,,,,,,,,,,,,,,,,,,1,,,,,,,,
