opt1.thisRepN,opt1.thisTrialN,opt1.thisN,opt1.thisIndex,opt2.thisRepN,opt2.thisTrialN,opt2.thisN,opt2.thisIndex,staircase_loop2.thisTrialN,staircase_loop2.stepSize,staircase_loop2.intensity,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,polygon_5.started,text_6.started,polygon_5.stopped,text_6.stopped,staircase_loop2.response,key_resp_3.rt,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,34.8774178000167,34.8774178000167,space,0.6995952000143006,,,,,,,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,0,0.05,4.0,,,,,35.65984219999518,35.65984219999518,38.682055499986745,38.682055499986745,[1],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,1,0.05,4.05,,,,,38.682055499986745,38.682055499986745,41.690997799974866,41.690997799974866,[1],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,2,0.05,4.1,,,,,41.690997799974866,41.690997799974866,44.70796769997105,44.70796769997105,[1],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,3,0.05,4.15,,,,,44.70796769997105,44.70796769997105,47.731306400033645,47.731306400033645,[1],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,4,0.05,4.2,,,,,47.731306400033645,47.731306400033645,50.74578420002945,50.74578420002945,[0],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,5,0.05,4.15,,,,,50.74578420002945,50.74578420002945,53.765197700005956,53.765197700005956,[1],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,6,0.05,4.2,,,,,53.765197700005956,53.765197700005956,56.77057579997927,56.77057579997927,[0],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,7,0.05,4.2,,,,,56.77057579997927,56.77057579997927,59.79511049995199,59.79511049995199,[1],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,8,0.05,4.25,,,,,59.79511049995199,59.79511049995199,62.82935879996512,62.82935879996512,[1],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,9,0.05,4.300000000000001,,,,,62.82935879996512,62.82935879996512,65.84708119998686,65.84708119998686,[1],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,10,0.05,4.3500000000000005,,,,,65.84708119998686,65.84708119998686,68.87063559994567,68.87063559994567,[1],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,11,0.05,4.4,,,,,68.87063559994567,68.87063559994567,71.89690709998831,71.89690709998831,[0],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,12,0.05,4.4,,,,,71.89690709998831,71.89690709998831,74.9224010000471,74.9224010000471,[1],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,13,0.05,4.45,,,,,74.9224010000471,74.9224010000471,77.94068210001569,77.94068210001569,[0],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,14,0.05,4.45,,,,,77.94068210001569,77.94068210001569,80.97380090004299,80.97380090004299,[0],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,15,0.05,4.4,,,,,80.97380090004299,80.97380090004299,84.00828770000953,84.00828770000953,[1],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,16,0.05,4.45,,,,,84.00828770000953,84.00828770000953,87.02467299997807,87.02467299997807,[0],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,17,0.05,4.45,,,,,87.02467299997807,87.02467299997807,90.05254659999628,90.05254659999628,[0],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,18,0.05,4.4,,,,,90.05254659999628,90.05254659999628,93.07513240003027,93.07513240003027,[0],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,19,0.05,4.4,,,,,93.07513240003027,93.07513240003027,96.08007969998289,96.08007969998289,[1],,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
,,,,0,0,0,0,,,,,,,,,,,,,,222146,001,3,2024-08-15_14h48.17.369,stimuli4,2022.2.5,59.98868611748491,
