ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,key_resp_2.corr,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,36.677335800020956,36.677335800020956,space,1.4262549999402836,,,,,,,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
0,0,0,0,0,0,0,0,,,,,0.1414213562373095,0.5,38.203464600024745,38.203464600024745,41.23228740005288,41.23228740005288,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
0,0,0,0,,,,,,,,,,,,,,,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
1,0,1,0,0,0,0,0,,,,,0.1414213562373095,0.5,41.23228740005288,41.23228740005288,44.256568699958734,44.256568699958734,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
1,0,1,0,,,,,,,,,,,,,,,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
2,0,2,0,0,0,0,0,,,,,0.3760603093086394,0.5,44.256568699958734,44.256568699958734,47.285886500030756,47.285886500030756,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
2,0,2,0,,,,,,,,,,,,,,,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
3,0,3,0,0,0,0,0,,,,,1.0,0.5,47.285886500030756,47.285886500030756,50.3222518999828,50.3222518999828,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
3,0,3,0,,,,,,,,,,,,,,,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
4,0,4,0,0,0,0,0,,,,,0.1414213562373095,0.5,50.3222518999828,50.3222518999828,53.357073900057,53.357073900057,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
4,0,4,0,,,,,,,,,,,,,,,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
5,0,5,0,0,0,0,0,,,,,0.3760603093086394,0.5,53.357073900057,53.357073900057,56.38045820000116,56.38045820000116,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
5,0,5,0,,,,,,,,,,,,,,,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
6,0,6,0,0,0,0,0,,,,,0.3760603093086394,0.5,56.38045820000116,56.38045820000116,59.406579899950884,59.406579899950884,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
6,0,6,0,,,,,,,,,,,,,,,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
7,0,7,0,0,0,0,0,,,,,0.020000000000000004,0.5,59.406579899950884,59.406579899950884,62.438505799975246,62.438505799975246,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
7,0,7,0,,,,,,,,,,,,,,,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
8,0,8,0,0,0,0,0,,,,,0.1414213562373095,0.5,62.438505799975246,62.438505799975246,65.47209199995268,65.47209199995268,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
8,0,8,0,,,,,,,,,,,,,,,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
9,0,9,0,0,0,0,0,,,,,0.05318295896944989,0.5,65.47209199995268,65.47209199995268,68.4987404999556,68.4987404999556,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
9,0,9,0,,,,,,,,,,,,,,,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
10,0,10,0,0,0,0,0,,,,,0.05318295896944989,0.5,68.4987404999556,68.4987404999556,71.51392029994167,71.51392029994167,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
10,0,10,0,,,,,,,,,,,,,,,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
11,0,11,0,0,0,0,0,,,,,0.05318295896944989,0.5,71.51392029994167,71.51392029994167,74.539178899955,74.539178899955,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
11,0,11,0,,,,,,,,,,,,,,,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
12,0,12,0,0,0,0,0,,,,,1.0,0.5,74.539178899955,74.539178899955,77.57175270002335,77.57175270002335,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
12,0,12,0,,,,,,,,,,,,,,,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
13,0,13,0,0,0,0,0,,,,,0.020000000000000004,0.5,77.57175270002335,77.57175270002335,80.59718989999965,80.59718989999965,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
13,0,13,0,,,,,,,,,,,,,,,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
14,0,14,0,0,0,0,0,,,,,0.020000000000000004,0.5,80.59718989999965,80.59718989999965,83.61445840005763,83.61445840005763,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
14,0,14,0,,,,,,,,,,,,,,,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
15,0,15,0,0,0,0,0,,,,,0.020000000000000004,0.5,83.61445840005763,83.61445840005763,86.638505000039,86.638505000039,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
15,0,15,0,,,,,,,,,,,,,,,,,683272,001,3,2024-08-15_01h25.03.725,stimuli3,2022.2.5,60.0131668912648,
