opt1.thisRepN,opt1.thisTrialN,opt1.thisN,opt1.thisIndex,staircase_loop.thisTrialN,staircase_loop.stepSize,staircase_loop.intensity,opt2.thisRepN,opt2.thisTrialN,opt2.thisN,opt2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,staircase_loop.response,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,34.8957253000699,34.8957253000699,space,1.2137029999867082,,,,,,789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,0,0.005,0.5,,,,,,,,,36.221641100011766,36.221641100011766,39.26233679999132,39.26233679999132,[1],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,1,0.005,0.495,,,,,,,,,39.26233679999132,39.26233679999132,42.30672400002368,42.30672400002368,[1],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,2,0.005,0.49,,,,,,,,,42.30672400002368,42.30672400002368,45.34257490001619,45.34257490001619,[0],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,3,0.005,0.495,,,,,,,,,45.34257490001619,45.34257490001619,48.37979659996927,48.37979659996927,[1],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,4,0.005,0.49,,,,,,,,,48.37979659996927,48.37979659996927,51.399551299982704,51.399551299982704,[0],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,5,0.005,0.49,,,,,,,,,51.399551299982704,51.399551299982704,54.429039400070906,54.429039400070906,[0],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,6,0.005,0.495,,,,,,,,,54.429039400070906,54.429039400070906,57.45133139996324,57.45133139996324,[0],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,7,0.005,0.495,,,,,,,,,57.45133139996324,57.45133139996324,60.48200660001021,60.48200660001021,[1],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,8,0.005,0.49,,,,,,,,,60.48200660001021,60.48200660001021,63.50193180004135,63.50193180004135,[0],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,9,0.005,0.49,,,,,,,,,63.50193180004135,63.50193180004135,66.52840309997555,66.52840309997555,[0],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,10,0.005,0.495,,,,,,,,,66.52840309997555,66.52840309997555,69.55177350004669,69.55177350004669,[0],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,11,0.005,0.495,,,,,,,,,69.55177350004669,69.55177350004669,72.57970850006677,72.57970850006677,[1],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,12,0.005,0.49,,,,,,,,,72.57970850006677,72.57970850006677,75.61415679997299,75.61415679997299,[1],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,13,0.005,0.485,,,,,,,,,75.61415679997299,75.61415679997299,78.65034499997273,78.65034499997273,[1],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,14,0.005,0.48,,,,,,,,,78.65034499997273,78.65034499997273,81.66910639998969,81.66910639998969,[0],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,15,0.005,0.48,,,,,,,,,81.66910639998969,81.66910639998969,84.69723719998728,84.69723719998728,[0],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,16,0.005,0.485,,,,,,,,,84.69723719998728,84.69723719998728,87.73038540000562,87.73038540000562,[1],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,17,0.005,0.48,,,,,,,,,87.73038540000562,87.73038540000562,90.7525777000701,90.7525777000701,[0],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,18,0.005,0.48,,,,,,,,,90.7525777000701,90.7525777000701,93.8022428000113,93.8022428000113,[1],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,19,0.005,0.475,,,,,,,,,93.8022428000113,93.8022428000113,96.86738559999503,96.86738559999503,[0],789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
0,0,0,0,,,,,,,,,,,,,,,,,789723,001,3,2024-08-15_14h40.39.369,stimuli4,2022.2.5,60.10279984196076,
