opt1.thisRepN,opt1.thisTrialN,opt1.thisN,opt1.thisIndex,staircase_loop.thisTrialN,staircase_loop.stepSize,staircase_loop.intensity,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,polygon_2.started,text_4.started,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,58.338088599964976,58.338088599964976,space,1.4013683000812307,,,031729,001,3,2024-08-13_15h06.21.928,stimuli4,2022.2.5,59.981633637550715,
