ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,key_resp_2.corr,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,34.080061199958436,34.080061199958436,space,0.8288585999980569,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
0,0,0,0,0,0,0,0,,,,,1.0,0.5,34.98801500000991,34.98801500000991,38.016538899973966,38.016538899973966,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
0,0,0,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
1,0,1,0,0,0,0,0,,,,,0.020000000000000004,0.5,38.016538899973966,38.016538899973966,41.04657300002873,41.04657300002873,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
1,0,1,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
2,0,2,0,0,0,0,0,,,,,0.05318295896944989,0.5,41.04657300002873,41.04657300002873,44.08005550003145,44.08005550003145,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
2,0,2,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
3,0,3,0,0,0,0,0,,,,,0.1414213562373095,0.5,44.08005550003145,44.08005550003145,47.1153062999947,47.1153062999947,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
3,0,3,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
4,0,4,0,0,0,0,0,,,,,0.05318295896944989,0.5,47.1153062999947,47.1153062999947,50.14613430004101,50.14613430004101,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
4,0,4,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
5,0,5,0,0,0,0,0,,,,,1.0,0.5,50.14613430004101,50.14613430004101,53.18081050005276,53.18081050005276,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
5,0,5,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
6,0,6,0,0,0,0,0,,,,,0.020000000000000004,0.5,53.18081050005276,53.18081050005276,56.20582030003425,56.20582030003425,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
6,0,6,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
7,0,7,0,0,0,0,0,,,,,0.020000000000000004,0.5,56.20582030003425,56.20582030003425,59.23522689996753,59.23522689996753,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
7,0,7,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
8,0,8,0,0,0,0,0,,,,,0.3760603093086394,0.5,59.23522689996753,59.23522689996753,62.265573600074276,62.265573600074276,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
8,0,8,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
9,0,9,0,0,0,0,0,,,,,1.0,0.5,62.265573600074276,62.265573600074276,65.29736349999439,65.29736349999439,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
9,0,9,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
10,0,10,0,0,0,0,0,,,,,0.1414213562373095,0.5,65.29736349999439,65.29736349999439,68.33120929996949,68.33120929996949,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
10,0,10,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
11,0,11,0,0,0,0,0,,,,,0.3760603093086394,0.5,68.33120929996949,68.33120929996949,71.36231360002421,71.36231360002421,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
11,0,11,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
12,0,12,0,0,0,0,0,,,,,0.05318295896944989,0.5,71.36231360002421,71.36231360002421,74.39712530001998,74.39712530001998,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
12,0,12,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
13,0,13,0,0,0,0,0,,,,,1.0,0.5,74.39712530001998,74.39712530001998,77.42907960002776,77.42907960002776,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
13,0,13,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
14,0,14,0,0,0,0,0,,,,,0.05318295896944989,0.5,77.42907960002776,77.42907960002776,80.46252629999071,80.46252629999071,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
14,0,14,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
15,0,15,0,0,0,0,0,,,,,0.1414213562373095,0.5,80.46252629999071,80.46252629999071,83.49642600002699,83.49642600002699,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
15,0,15,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
16,0,16,0,0,0,0,0,,,,,0.020000000000000004,0.5,83.49642600002699,83.49642600002699,86.52939430007245,86.52939430007245,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
16,0,16,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
17,0,17,0,0,0,0,0,,,,,0.1414213562373095,0.5,86.52939430007245,86.52939430007245,89.5636348000262,89.5636348000262,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
17,0,17,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
18,0,18,0,0,0,0,0,,,,,0.3760603093086394,0.5,89.5636348000262,89.5636348000262,92.58832520002034,92.58832520002034,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
18,0,18,0,,,,,,,,,,,,,,,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
19,0,19,0,0,0,0,0,,,,,0.3760603093086394,0.5,92.58832520002034,92.58832520002034,95.59062190004624,95.59062190004624,,,142912,001,3,2024-08-15_00h43.58.170,stimuli3,2022.2.5,59.964944463885,
