ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,key_resp_2.corr,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,55.38824679993559,55.38824679993559,space,0.6255527000175789,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
0,0,0,0,0,0,0,0,,,,,0.1414213562373095,0.5,56.15244360000361,56.15244360000361,59.18792009993922,59.18792009993922,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
0,0,0,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
1,0,1,0,0,0,0,0,,,,,0.05318295896944989,0.5,59.18792009993922,59.18792009993922,62.21351219993085,62.21351219993085,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
1,0,1,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
2,0,2,0,0,0,0,0,,,,,1.0,0.5,62.21351219993085,62.21351219993085,65.25112979998812,65.25112979998812,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
2,0,2,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
3,0,3,0,0,0,0,0,,,,,0.020000000000000004,0.5,65.25112979998812,65.25112979998812,68.28704999992624,68.28704999992624,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
3,0,3,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
4,0,4,0,0,0,0,0,,,,,0.05318295896944989,0.5,68.28704999992624,68.28704999992624,71.31978379993234,71.31978379993234,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
4,0,4,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
5,0,5,0,0,0,0,0,,,,,1.0,0.5,71.31978379993234,71.31978379993234,74.35231749992818,74.35231749992818,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
5,0,5,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
6,0,6,0,0,0,0,0,,,,,0.1414213562373095,0.5,74.35231749992818,74.35231749992818,77.38795769994613,77.38795769994613,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
6,0,6,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
7,0,7,0,0,0,0,0,,,,,0.020000000000000004,0.5,77.38795769994613,77.38795769994613,80.41765479999594,80.41765479999594,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
7,0,7,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
8,0,8,0,0,0,0,0,,,,,0.05318295896944989,0.5,80.41765479999594,80.41765479999594,83.45470110001042,83.45470110001042,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
8,0,8,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
9,0,9,0,0,0,0,0,,,,,0.3760603093086394,0.5,83.45470110001042,83.45470110001042,86.4837172999978,86.4837172999978,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
9,0,9,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
10,0,10,0,0,0,0,0,,,,,0.1414213562373095,0.5,86.4837172999978,86.4837172999978,89.52166899992153,89.52166899992153,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
10,0,10,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
11,0,11,0,0,0,0,0,,,,,0.05318295896944989,0.5,89.52166899992153,89.52166899992153,92.55098009994254,92.55098009994254,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
11,0,11,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
12,0,12,0,0,0,0,0,,,,,0.3760603093086394,0.5,92.55098009994254,92.55098009994254,95.58946759998798,95.58946759998798,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
12,0,12,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
13,0,13,0,0,0,0,0,,,,,1.0,0.5,95.58946759998798,95.58946759998798,98.61792320001405,98.61792320001405,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
13,0,13,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
14,0,14,0,0,0,0,0,,,,,0.020000000000000004,0.5,98.61792320001405,98.61792320001405,101.66211369994562,101.66211369994562,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
14,0,14,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
15,0,15,0,0,0,0,0,,,,,0.1414213562373095,0.5,101.66211369994562,101.66211369994562,104.71527079993393,104.71527079993393,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
15,0,15,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
16,0,16,0,0,0,0,0,,,,,0.3760603093086394,0.5,104.71527079993393,104.71527079993393,107.76880780002102,107.76880780002102,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
16,0,16,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
17,0,17,0,0,0,0,0,,,,,0.020000000000000004,0.5,107.76880780002102,107.76880780002102,110.80362829996739,110.80362829996739,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
17,0,17,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
18,0,18,0,0,0,0,0,,,,,0.3760603093086394,0.5,110.80362829996739,110.80362829996739,113.8405123000266,113.8405123000266,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
18,0,18,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
19,0,19,0,0,0,0,0,,,,,1.0,0.5,113.8405123000266,113.8405123000266,116.84063739993144,116.84063739993144,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
19,0,19,0,,,,,,,,,,,,,,,,,077290,001,3,2024-08-15_13h17.46.361,stimuli3,2022.2.5,60.03381107620871,
,,,,,,,,,,,,,,,,,,,1,,,,,,,,
