ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,phase.routineEndVal,text_4.started,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,65.18586780002806,65.18586780002806,space,0.6375261000357568,,,,,741341,001,3,2024-08-13_01h17.52.862,stimuli3,2022.2.5,59.92046158750204,
,,,,,,,,,,,,1.0,1.0,0.01,,,,,,,,,
