ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,polygon_3.started,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
13,0,13,0,0,0,0,0,,,,,0.3760603093086394,0.5,107.80509019992314,107.80509019992314,110.80894899996929,110.80894899996929,,110.80894899996929,267152,001,3,2024-06-08_17h27.11.685,stimuli3,2022.2.5,173.9835444827075,
13,0,13,0,,,,,,,,,,,,,,,,,267152,001,3,2024-06-08_17h27.11.685,stimuli3,2022.2.5,173.9835444827075,
14,0,14,0,0,0,0,0,,,,,1.0,0.5,111.85155589994974,111.85155589994974,114.85483840003144,114.85483840003144,,114.85483840003144,267152,001,3,2024-06-08_17h27.11.685,stimuli3,2022.2.5,173.9835444827075,
14,0,14,0,,,,,,,,,,,,,,,,,267152,001,3,2024-06-08_17h27.11.685,stimuli3,2022.2.5,173.9835444827075,
15,0,15,0,0,0,0,0,,,,,0.3760603093086394,0.5,115.83719709992874,115.83719709992874,118.84128549997695,118.84128549997695,,118.84128549997695,267152,001,3,2024-06-08_17h27.11.685,stimuli3,2022.2.5,173.9835444827075,
15,0,15,0,,,,,,,,,,,,,,,,,267152,001,3,2024-06-08_17h27.11.685,stimuli3,2022.2.5,173.9835444827075,
16,0,16,0,0,0,0,0,,,,,0.1414213562373095,0.5,119.80874989996664,119.80874989996664,122.81190059997607,122.81190059997607,,122.81190059997607,267152,001,3,2024-06-08_17h27.11.685,stimuli3,2022.2.5,173.9835444827075,
16,0,16,0,,,,,,,,,,,,,,,,,267152,001,3,2024-06-08_17h27.11.685,stimuli3,2022.2.5,173.9835444827075,
17,0,17,0,0,0,0,0,,,,,0.020000000000000004,0.5,123.85574199992698,123.85574199992698,126.85822369996458,126.85822369996458,,126.85822369996458,267152,001,3,2024-06-08_17h27.11.685,stimuli3,2022.2.5,173.9835444827075,
17,0,17,0,,,,,,,,,,,,,,,,,267152,001,3,2024-06-08_17h27.11.685,stimuli3,2022.2.5,173.9835444827075,
18,0,18,0,0,0,0,0,,,,,0.1414213562373095,0.5,127.83670580002945,127.83670580002945,130.83877759997267,130.83877759997267,,130.83877759997267,267152,001,3,2024-06-08_17h27.11.685,stimuli3,2022.2.5,173.9835444827075,
18,0,18,0,,,,,,,,,,,,,,,,,267152,001,3,2024-06-08_17h27.11.685,stimuli3,2022.2.5,173.9835444827075,
19,0,19,0,0,0,0,0,,,,,0.05318295896944989,0.5,131.90514459996484,131.90514459996484,134.90415810002014,134.90415810002014,,134.90415810002014,267152,001,3,2024-06-08_17h27.11.685,stimuli3,2022.2.5,173.9835444827075,
19,0,19,0,,,,,,,,,,,,,,,,,267152,001,3,2024-06-08_17h27.11.685,stimuli3,2022.2.5,173.9835444827075,
