ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
15,0,15,0,0,0,0,0,,,,,0.3760603093086394,0.5,88.84545040002558,88.84545040002558,91.8762040999718,91.8762040999718,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
15,0,15,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
16,0,16,0,0,0,0,0,,,,,1.0,0.5,91.8762040999718,91.8762040999718,94.9106125999242,94.9106125999242,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
16,0,16,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
17,0,17,0,0,0,0,0,,,,,0.05318295896944989,0.5,94.9106125999242,94.9106125999242,97.94283189997077,97.94283189997077,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
17,0,17,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
18,0,18,0,0,0,0,0,,,,,1.0,0.5,97.94283189997077,97.94283189997077,100.97533569997177,100.97533569997177,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
18,0,18,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
19,0,19,0,0,0,0,0,,,,,0.1414213562373095,0.5,100.97533569997177,100.97533569997177,103.98709529999178,103.98709529999178,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
19,0,19,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
