ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,42.51019269996323,42.51019269996323,space,0.7836869000457227,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
0,0,0,0,0,0,0,0,,,,,0.020000000000000004,0.5,43.39236409997102,43.39236409997102,46.431509000016376,46.431509000016376,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
0,0,0,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
1,0,1,0,0,0,0,0,,,,,0.3760603093086394,0.5,46.431509000016376,46.431509000016376,49.46285289991647,49.46285289991647,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
1,0,1,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
2,0,2,0,0,0,0,0,,,,,1.0,0.5,49.46285289991647,49.46285289991647,52.493145199958235,52.493145199958235,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
2,0,2,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
3,0,3,0,0,0,0,0,,,,,0.1414213562373095,0.5,52.493145199958235,52.493145199958235,55.53430890000891,55.53430890000891,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
3,0,3,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
4,0,4,0,0,0,0,0,,,,,0.020000000000000004,0.5,55.53430890000891,55.53430890000891,58.5554726999253,58.5554726999253,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
4,0,4,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
5,0,5,0,0,0,0,0,,,,,0.020000000000000004,0.5,58.5554726999253,58.5554726999253,61.57744599995203,61.57744599995203,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
5,0,5,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
6,0,6,0,0,0,0,0,,,,,0.1414213562373095,0.5,61.57744599995203,61.57744599995203,64.61164179991465,64.61164179991465,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
6,0,6,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
7,0,7,0,0,0,0,0,,,,,0.3760603093086394,0.5,64.61164179991465,64.61164179991465,67.64511909999419,67.64511909999419,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
7,0,7,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
8,0,8,0,0,0,0,0,,,,,0.05318295896944989,0.5,67.64511909999419,67.64511909999419,70.67012789996807,70.67012789996807,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
8,0,8,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
9,0,9,0,0,0,0,0,,,,,0.05318295896944989,0.5,70.67012789996807,70.67012789996807,73.68483299994841,73.68483299994841,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
9,0,9,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
10,0,10,0,0,0,0,0,,,,,0.05318295896944989,0.5,73.68483299994841,73.68483299994841,76.71012279996648,76.71012279996648,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
10,0,10,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
11,0,11,0,0,0,0,0,,,,,1.0,0.5,76.71012279996648,76.71012279996648,79.7437268999638,79.7437268999638,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
11,0,11,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
12,0,12,0,0,0,0,0,,,,,0.3760603093086394,0.5,79.7437268999638,79.7437268999638,82.7767765999306,82.7767765999306,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
12,0,12,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
13,0,13,0,0,0,0,0,,,,,0.1414213562373095,0.5,82.7767765999306,82.7767765999306,85.81052399997134,85.81052399997134,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
13,0,13,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
14,0,14,0,0,0,0,0,,,,,0.020000000000000004,0.5,85.81052399997134,85.81052399997134,88.84545040002558,88.84545040002558,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
14,0,14,0,,,,,,,,,,,,,,,,014948,001,3,2024-08-14_22h09.19.291,stimuli3,2022.2.5,59.99505643954986,
