opt1.thisRepN,opt1.thisTrialN,opt1.thisN,opt1.thisIndex,staircase_loop.thisTrialN,staircase_loop.stepSize,staircase_loop.intensity,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
0,0,0,0,14,0.005,0.5,,,,,85.81473400001414,85.81473400001414,88.83218609995674,88.83218609995674,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,15,0.005,0.5,,,,,89.33222430001479,89.33222430001479,92.35037420003209,92.35037420003209,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,16,0.005,0.5,,,,,92.87411249999423,92.87411249999423,95.88139530003536,95.88139530003536,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,17,0.005,0.5,,,,,96.38202200003434,96.38202200003434,99.39801620005164,99.39801620005164,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,18,0.005,0.5,,,,,99.89708739996422,99.89708739996422,102.91694460005965,102.91694460005965,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,19,0.005,0.5,,,,,103.41585490002763,103.41585490002763,106.43177629995625,106.43177629995625,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,20,0.005,0.5,,,,,106.92949709994718,106.92949709994718,109.93273550004233,109.93273550004233,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,21,0.005,0.5,,,,,110.43051400000695,110.43051400000695,113.44903759995941,113.44903759995941,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,22,0.005,0.5,,,,,113.94644500000868,113.94644500000868,116.9648201999953,116.9648201999953,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,23,0.005,0.5,,,,,117.46372630004771,117.46372630004771,120.48149569996167,120.48149569996167,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,24,0.005,0.5,,,,,120.98059479997028,120.98059479997028,123.99804970005061,123.99804970005061,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,25,0.005,0.5,,,,,124.49590189999435,124.49590189999435,127.49871970003005,127.49871970003005,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,26,0.005,0.5,,,,,127.99820250004996,127.99820250004996,131.01623569999356,131.01623569999356,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,27,0.005,0.5,,,,,131.5129634999903,131.5129634999903,134.53172209998593,134.53172209998593,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,28,0.005,0.5,,,,,135.03043329995126,135.03043329995126,138.04769160004798,138.04769160004798,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,29,0.005,0.5,,,,,138.54714989999775,138.54714989999775,141.564489100012,141.564489100012,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,30,0.005,0.5,,,,,142.06208910001442,142.06208910001442,145.0847673000535,145.0847673000535,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,31,0.005,0.5,,,,,145.57987829996273,145.57987829996273,148.59760980005376,148.59760980005376,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,32,0.005,0.5,,,,,149.09623150003608,149.09623150003608,152.11456550005823,152.11456550005823,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,33,0.005,0.5,,,,,152.61219340004027,152.61219340004027,155.6304683999624,155.6304683999624,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,34,0.005,0.5,,,,,156.12937550002243,156.12937550002243,159.1468902999768,159.1468902999768,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
0,0,0,0,35,0.005,0.5,,,,,159.64624619996175,159.64624619996175,162.66566239995882,162.66566239995882,596426,001,3,2024-08-13_15h09.35.077,stimuli4,2022.2.5,60.010501861902874,
