ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,33.465583900004276,33.465583900004276,space,0.4844438000000082,,,,,517491,001,3,2024-07-18_20h59.38.480,stimuli3,2022.2.5,59.92800249549149,
,,,,,,,,,,,,0.6640783086353597,6.029,35.1958741999988,35.1958741999988,,,,,,,,
