ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,key_resp_2.corr,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,30.05090100003872,30.05090100003872,space,1.0525272999657318,,,,,,,,,095584,001,3,2024-08-15_00h07.52.808,stimuli3,2022.2.5,59.974187108809886,
0,0,0,0,0,0,0,0,,,,,0.020000000000000004,0.5,31.193254900048487,31.193254900048487,34.215892200008966,34.215892200008966,,,095584,001,3,2024-08-15_00h07.52.808,stimuli3,2022.2.5,59.974187108809886,
0,0,0,0,,,,,,,,,,,,,,,,,095584,001,3,2024-08-15_00h07.52.808,stimuli3,2022.2.5,59.974187108809886,
1,0,1,0,0,0,0,0,,,,,0.05318295896944989,0.5,34.215892200008966,34.215892200008966,37.240234400029294,37.240234400029294,,,095584,001,3,2024-08-15_00h07.52.808,stimuli3,2022.2.5,59.974187108809886,
1,0,1,0,,,,,,,,,,,,,,,,,095584,001,3,2024-08-15_00h07.52.808,stimuli3,2022.2.5,59.974187108809886,
2,0,2,0,0,0,0,0,,,,,0.05318295896944989,0.5,37.240234400029294,37.240234400029294,40.28514950000681,40.28514950000681,,,095584,001,3,2024-08-15_00h07.52.808,stimuli3,2022.2.5,59.974187108809886,
2,0,2,0,,,,,,,,,,,,,,,,,095584,001,3,2024-08-15_00h07.52.808,stimuli3,2022.2.5,59.974187108809886,
3,0,3,0,0,0,0,0,,,,,0.1414213562373095,0.5,40.28514950000681,40.28514950000681,43.31880160002038,43.31880160002038,,,095584,001,3,2024-08-15_00h07.52.808,stimuli3,2022.2.5,59.974187108809886,
3,0,3,0,,,,,,,,,,,,,,,,,095584,001,3,2024-08-15_00h07.52.808,stimuli3,2022.2.5,59.974187108809886,
4,0,4,0,0,0,0,0,,,,,1.0,0.5,43.31880160002038,43.31880160002038,46.34992680000141,46.34992680000141,,,095584,001,3,2024-08-15_00h07.52.808,stimuli3,2022.2.5,59.974187108809886,
4,0,4,0,,,,,,,,,,,,,,,,,095584,001,3,2024-08-15_00h07.52.808,stimuli3,2022.2.5,59.974187108809886,
5,0,5,0,0,0,0,0,,,,,0.05318295896944989,0.5,46.34992680000141,46.34992680000141,49.38179889996536,49.38179889996536,,,095584,001,3,2024-08-15_00h07.52.808,stimuli3,2022.2.5,59.974187108809886,
5,0,5,0,,,,,,,,,,,,,,,,,095584,001,3,2024-08-15_00h07.52.808,stimuli3,2022.2.5,59.974187108809886,
6,0,6,0,0,0,0,0,,,,,0.020000000000000004,0.5,49.38179889996536,49.38179889996536,52.418856500065885,52.418856500065885,,,095584,001,3,2024-08-15_00h07.52.808,stimuli3,2022.2.5,59.974187108809886,
6,0,6,0,,,,,,,,,,,,,,,,,095584,001,3,2024-08-15_00h07.52.808,stimuli3,2022.2.5,59.974187108809886,
