opt1.thisRepN,opt1.thisTrialN,opt1.thisN,opt1.thisIndex,opt2.thisRepN,opt2.thisTrialN,opt2.thisN,opt2.thisIndex,staircase_loop2.thisTrialN,staircase_loop2.stepSize,staircase_loop2.intensity,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,polygon_5.started,text_6.started,polygon_5.stopped,text_6.stopped,staircase_loop2.response,key_resp_3.rt,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,32.07073829998262,32.07073829998262,space,0.8455024999566376,,,,,,,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,0,0.05,4.0,,,,,32.99458749999758,32.99458749999758,36.010552300023846,36.010552300023846,[0],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,1,0.05,3.95,,,,,36.010552300023846,36.010552300023846,39.022882899967954,39.022882899967954,[0],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,2,0.05,3.9,,,,,39.022882899967954,39.022882899967954,42.04203259991482,42.04203259991482,[1],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,3,0.05,3.95,,,,,42.04203259991482,42.04203259991482,45.05020840000361,45.05020840000361,[0],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,4,0.05,3.95,,,,,45.05020840000361,45.05020840000361,48.071227099979296,48.071227099979296,[0],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,5,0.05,3.9,,,,,48.071227099979296,48.071227099979296,51.090342900017276,51.090342900017276,[1],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,6,0.05,3.95,,,,,51.090342900017276,51.090342900017276,54.10862449998967,54.10862449998967,[1],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,7,0.05,4.0,,,,,54.10862449998967,54.10862449998967,57.11549749993719,57.11549749993719,[0],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,8,0.05,4.0,,,,,57.11549749993719,57.11549749993719,60.123824600013904,60.123824600013904,[0],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,9,0.05,3.95,,,,,60.123824600013904,60.123824600013904,63.13228659995366,63.13228659995366,[0],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,10,0.05,3.95,,,,,63.13228659995366,63.13228659995366,66.15625060000457,66.15625060000457,[0],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,11,0.05,3.9,,,,,66.15625060000457,66.15625060000457,69.16603490000125,69.16603490000125,[0],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,12,0.05,3.9,,,,,69.16603490000125,69.16603490000125,72.17323219997343,72.17323219997343,[1],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,13,0.05,3.95,,,,,72.17323219997343,72.17323219997343,75.18307639996056,75.18307639996056,[0],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,14,0.05,3.95,,,,,75.18307639996056,75.18307639996056,78.19940939999651,78.19940939999651,[0],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,15,0.05,3.9,,,,,78.19940939999651,78.19940939999651,81.21242429991253,81.21242429991253,[1],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,16,0.05,3.95,,,,,81.21242429991253,81.21242429991253,84.2168845999986,84.2168845999986,[0],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,17,0.05,3.95,,,,,84.2168845999986,84.2168845999986,87.24017729994375,87.24017729994375,[1],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,18,0.05,4.0,,,,,87.24017729994375,87.24017729994375,90.24839760002214,90.24839760002214,[0],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,19,0.05,4.0,,,,,90.24839760002214,90.24839760002214,93.26327039999887,93.26327039999887,[1],,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,0,0,0,0,,,,,,,,,,,,,,158998,001,3,2024-08-15_15h06.31.759,stimuli4,2022.2.5,59.907466919418496,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
