ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,phase.routineEndVal,text_4.started,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,64.54470129997935,64.54470129997935,space,1.6570314000127837,,,,,513967,001,3,2024-08-13_01h15.55.725,stimuli3,2022.2.5,59.95038508829861,
,,,,,,,,,,,,1.0,1.0,0.7525,,,,,,,,,
