ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,36.45236080000177,36.45236080000177,space,0.5529936000239104,,,,,,,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
0,0,0,0,0,0,0,0,,,,,0.05318295896944989,0.5,37.11986030009575,37.11986030009575,40.153278300073,40.153278300073,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
0,0,0,0,,,,,,,,,,,,,,,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
1,0,1,0,0,0,0,0,,,,,0.3760603093086394,0.5,40.153278300073,40.153278300073,43.193223600042984,43.193223600042984,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
1,0,1,0,,,,,,,,,,,,,,,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
2,0,2,0,0,0,0,0,,,,,0.020000000000000004,0.5,43.193223600042984,43.193223600042984,46.22731170000043,46.22731170000043,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
2,0,2,0,,,,,,,,,,,,,,,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
3,0,3,0,0,0,0,0,,,,,0.1414213562373095,0.5,46.22731170000043,46.22731170000043,49.26086020004004,49.26086020004004,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
3,0,3,0,,,,,,,,,,,,,,,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
4,0,4,0,0,0,0,0,,,,,0.1414213562373095,0.5,49.26086020004004,49.26086020004004,52.28633900010027,52.28633900010027,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
4,0,4,0,,,,,,,,,,,,,,,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
5,0,5,0,0,0,0,0,,,,,0.1414213562373095,0.5,52.28633900010027,52.28633900010027,55.32530210004188,55.32530210004188,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
5,0,5,0,,,,,,,,,,,,,,,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
6,0,6,0,0,0,0,0,,,,,0.3760603093086394,0.5,55.32530210004188,55.32530210004188,58.359300300013274,58.359300300013274,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
6,0,6,0,,,,,,,,,,,,,,,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
7,0,7,0,0,0,0,0,,,,,0.1414213562373095,0.5,58.359300300013274,58.359300300013274,61.40012840006966,61.40012840006966,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
7,0,7,0,,,,,,,,,,,,,,,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
8,0,8,0,0,0,0,0,,,,,1.0,0.5,61.40012840006966,61.40012840006966,64.42949570005294,64.42949570005294,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
8,0,8,0,,,,,,,,,,,,,,,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
9,0,9,0,0,0,0,0,,,,,0.3760603093086394,0.5,64.42949570005294,64.42949570005294,67.46171699999832,67.46171699999832,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
9,0,9,0,,,,,,,,,,,,,,,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
10,0,10,0,0,0,0,0,,,,,0.05318295896944989,0.5,67.46171699999832,67.46171699999832,70.48460540000815,70.48460540000815,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
10,0,10,0,,,,,,,,,,,,,,,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
11,0,11,0,0,0,0,0,,,,,0.05318295896944989,0.5,70.48460540000815,70.48460540000815,73.52824610006064,73.52824610006064,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
11,0,11,0,,,,,,,,,,,,,,,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
12,0,12,0,0,0,0,0,,,,,0.020000000000000004,0.5,73.52824610006064,73.52824610006064,76.56032100005541,76.56032100005541,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
12,0,12,0,,,,,,,,,,,,,,,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
13,0,13,0,0,0,0,0,,,,,1.0,0.5,76.56032100005541,76.56032100005541,79.59844209998846,79.59844209998846,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
13,0,13,0,,,,,,,,,,,,,,,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
14,0,14,0,0,0,0,0,,,,,0.05318295896944989,0.5,79.59844209998846,79.59844209998846,82.63284060009755,82.63284060009755,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
14,0,14,0,,,,,,,,,,,,,,,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
15,0,15,0,0,0,0,0,,,,,1.0,0.5,82.63284060009755,82.63284060009755,85.64963520003948,85.64963520003948,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
15,0,15,0,,,,,,,,,,,,,,,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
16,0,16,0,0,0,0,0,,,,,1.0,0.5,85.64963520003948,85.64963520003948,88.67382280004676,88.67382280004676,,553385,001,3,2024-08-14_17h56.24.099,stimuli3,2022.2.5,60.00434429172307,
