opt1.thisRepN,opt1.thisTrialN,opt1.thisN,opt1.thisIndex,opt2.thisRepN,opt2.thisTrialN,opt2.thisN,opt2.thisIndex,staircase_loop2.thisTrialN,staircase_loop2.stepSize,staircase_loop2.intensity,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,polygon_5.started,text_6.started,polygon_5.stopped,text_6.stopped,staircase_loop2.response,key_resp_3.rt,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,34.5877252999926,34.5877252999926,space,1.422653999994509,,,,,,,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,0,0.05,4.0,,,,,36.07746329996735,36.07746329996735,39.09003449999727,39.09003449999727,[0],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,1,0.05,3.95,,,,,39.09003449999727,39.09003449999727,42.10287789988797,42.10287789988797,[0],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,2,0.05,3.9,,,,,42.10287789988797,42.10287789988797,45.12071819999255,45.12071819999255,[0],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,3,0.05,3.8499999999999996,,,,,45.12071819999255,45.12071819999255,48.13659369992092,48.13659369992092,[1],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,4,0.05,3.9,,,,,48.13659369992092,48.13659369992092,51.15615969989449,51.15615969989449,[1],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,5,0.05,3.95,,,,,51.15615969989449,51.15615969989449,54.163780899951234,54.163780899951234,[0],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,6,0.05,3.95,,,,,54.163780899951234,54.163780899951234,57.187677899957635,57.187677899957635,[1],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,7,0.05,4.0,,,,,57.187677899957635,57.187677899957635,60.195754799991846,60.195754799991846,[0],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,8,0.05,4.0,,,,,60.195754799991846,60.195754799991846,63.20464979996905,63.20464979996905,[0],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,9,0.05,3.95,,,,,63.20464979996905,63.20464979996905,66.21260709990747,66.21260709990747,[0],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,10,0.05,3.95,,,,,66.21260709990747,66.21260709990747,69.22014140000101,69.22014140000101,[0],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,11,0.05,3.9,,,,,69.22014140000101,69.22014140000101,72.23161189991515,72.23161189991515,[0],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,12,0.05,3.9,,,,,72.23161189991515,72.23161189991515,75.2529095999198,75.2529095999198,[0],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,13,0.05,3.8499999999999996,,,,,75.2529095999198,75.2529095999198,78.27080919989385,78.27080919989385,[1],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,14,0.05,3.9,,,,,78.27080919989385,78.27080919989385,81.28807809995487,81.28807809995487,[1],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,15,0.05,3.95,,,,,81.28807809995487,81.28807809995487,84.296462600003,84.296462600003,[0],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,16,0.05,3.95,,,,,84.296462600003,84.296462600003,87.32058739999775,87.32058739999775,[1],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,17,0.05,4.0,,,,,87.32058739999775,87.32058739999775,90.32947949995287,90.32947949995287,[0],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,18,0.05,4.0,,,,,90.32947949995287,90.32947949995287,93.35316309996415,93.35316309996415,[1],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,19,0.05,4.05,,,,,93.35316309996415,93.35316309996415,96.36059249995742,96.36059249995742,[0],,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,0,0,0,0,,,,,,,,,,,,,,453157,001,3,2024-08-15_14h59.00.692,stimuli4,2022.2.5,59.905887830997486,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
