opt1.thisRepN,opt1.thisTrialN,opt1.thisN,opt1.thisIndex,opt2.thisRepN,opt2.thisTrialN,opt2.thisN,opt2.thisIndex,staircase_loop2.thisTrialN,staircase_loop2.stepSize,staircase_loop2.intensity,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,polygon_5.started,text_6.started,polygon_5.stopped,text_6.stopped,staircase_loop2.response,key_resp_3.rt,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,101.45907250000164,101.45907250000164,space,0.8529705000109971,,,,,,,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,0,0.05,4.0,,,,,102.38052569993306,102.38052569993306,105.39525719999801,105.39525719999801,[0],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,1,0.05,3.95,,,,,105.39525719999801,105.39525719999801,108.40456299996004,108.40456299996004,[0],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,2,0.05,3.9,,,,,108.40456299996004,108.40456299996004,111.4235460999189,111.4235460999189,[0],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,3,0.05,3.8499999999999996,,,,,111.4235460999189,111.4235460999189,114.44152130000293,114.44152130000293,[1],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,4,0.05,3.9,,,,,114.44152130000293,114.44152130000293,117.45545789995231,117.45545789995231,[1],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,5,0.05,3.95,,,,,117.45545789995231,117.45545789995231,120.46566799993161,120.46566799993161,[0],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,6,0.05,3.95,,,,,120.46566799993161,120.46566799993161,123.47296139993705,123.47296139993705,[1],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,7,0.05,4.0,,,,,123.47296139993705,123.47296139993705,126.48238439997658,126.48238439997658,[0],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,8,0.05,4.0,,,,,126.48238439997658,126.48238439997658,129.48757090000436,129.48757090000436,[1],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,9,0.05,4.05,,,,,129.48757090000436,129.48757090000436,132.49866409995593,132.49866409995593,[0],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,10,0.05,4.05,,,,,132.49866409995593,132.49866409995593,135.5052012000233,135.5052012000233,[1],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,11,0.05,4.1,,,,,135.5052012000233,135.5052012000233,138.5158290999243,138.5158290999243,[0],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,12,0.05,4.1,,,,,138.5158290999243,138.5158290999243,141.5203606999712,141.5203606999712,[0],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,13,0.05,4.05,,,,,141.5203606999712,141.5203606999712,144.53984189999755,144.53984189999755,[1],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,14,0.05,4.1,,,,,144.53984189999755,144.53984189999755,147.54824759997427,147.54824759997427,[0],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,15,0.05,4.1,,,,,147.54824759997427,147.54824759997427,150.55410359997768,150.55410359997768,[1],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,16,0.05,4.15,,,,,150.55410359997768,150.55410359997768,153.57173299998976,153.57173299998976,[1],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,17,0.05,4.2,,,,,153.57173299998976,153.57173299998976,156.5880032000132,156.5880032000132,[1],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,18,0.05,4.25,,,,,156.5880032000132,156.5880032000132,159.60348049993627,159.60348049993627,[1],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,19,0.05,4.300000000000001,,,,,159.60348049993627,159.60348049993627,271.1043940000236,271.1043940000236,[1],,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,0,0,0,0,,,,,,,,,,,,,,533736,001,3,2024-08-13_21h15.37.429,stimuli4,2022.2.5,60.019146113655204,
,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
