ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,key_resp_2.corr,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,34.78451610007323,34.78451610007323,space,1.7260203999467194,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
0,0,0,0,0,0,0,0,,,,,0.05318295896944989,0.5,36.59673880005721,36.59673880005721,39.61445920006372,39.61445920006372,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
0,0,0,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
1,0,1,0,0,0,0,0,,,,,0.05318295896944989,0.5,39.61445920006372,39.61445920006372,42.631184100057,42.631184100057,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
1,0,1,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
2,0,2,0,0,0,0,0,,,,,0.05318295896944989,0.5,42.631184100057,42.631184100057,45.65782530000433,45.65782530000433,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
2,0,2,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
3,0,3,0,0,0,0,0,,,,,0.1414213562373095,0.5,45.65782530000433,45.65782530000433,48.690404499997385,48.690404499997385,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
3,0,3,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
4,0,4,0,0,0,0,0,,,,,0.020000000000000004,0.5,48.690404499997385,48.690404499997385,51.72344710002653,51.72344710002653,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
4,0,4,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
5,0,5,0,0,0,0,0,,,,,0.05318295896944989,0.5,51.72344710002653,51.72344710002653,54.75360910000745,54.75360910000745,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
5,0,5,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
6,0,6,0,0,0,0,0,,,,,0.020000000000000004,0.5,54.75360910000745,54.75360910000745,57.78725030005444,57.78725030005444,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
6,0,6,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
7,0,7,0,0,0,0,0,,,,,0.1414213562373095,0.5,57.78725030005444,57.78725030005444,60.82366900006309,60.82366900006309,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
7,0,7,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
8,0,8,0,0,0,0,0,,,,,0.020000000000000004,0.5,60.82366900006309,60.82366900006309,63.854704400058836,63.854704400058836,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
8,0,8,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
9,0,9,0,0,0,0,0,,,,,1.0,0.5,63.854704400058836,63.854704400058836,66.88637940003537,66.88637940003537,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
9,0,9,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
10,0,10,0,0,0,0,0,,,,,0.1414213562373095,0.5,66.88637940003537,66.88637940003537,69.91967229999136,69.91967229999136,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
10,0,10,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
11,0,11,0,0,0,0,0,,,,,1.0,0.5,69.91967229999136,69.91967229999136,72.9627781000454,72.9627781000454,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
11,0,11,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
12,0,12,0,0,0,0,0,,,,,0.3760603093086394,0.5,72.9627781000454,72.9627781000454,76.00222460005898,76.00222460005898,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
12,0,12,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
13,0,13,0,0,0,0,0,,,,,1.0,0.5,76.00222460005898,76.00222460005898,79.04151300003286,79.04151300003286,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
13,0,13,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
14,0,14,0,0,0,0,0,,,,,0.3760603093086394,0.5,79.04151300003286,79.04151300003286,82.07821389997844,82.07821389997844,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
14,0,14,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
15,0,15,0,0,0,0,0,,,,,0.1414213562373095,0.5,82.07821389997844,82.07821389997844,85.10841650003567,85.10841650003567,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
15,0,15,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
16,0,16,0,0,0,0,0,,,,,0.3760603093086394,0.5,85.10841650003567,85.10841650003567,88.13004149997141,88.13004149997141,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
16,0,16,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
17,0,17,0,0,0,0,0,,,,,0.3760603093086394,0.5,88.13004149997141,88.13004149997141,91.15397260000464,91.15397260000464,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
17,0,17,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
18,0,18,0,0,0,0,0,,,,,1.0,0.5,91.15397260000464,91.15397260000464,94.18738190003205,94.18738190003205,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
18,0,18,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
19,0,19,0,0,0,0,0,,,,,0.020000000000000004,0.5,94.18738190003205,94.18738190003205,97.1976655999897,97.1976655999897,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
19,0,19,0,,,,,,,,,,,,,,,,,318615,001,3,2024-08-15_01h30.03.343,stimuli3,2022.2.5,60.00931341855567,
,,,,,,,,,,,,,,,,,,,1,,,,,,,,
