ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,key_resp_2.corr,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,42.17366580001544,42.17366580001544,space,3.434881199966185,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
0,0,0,0,0,0,0,0,,,,,1.0,0.5,45.72863769996911,45.72863769996911,48.76278230000753,48.76278230000753,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
0,0,0,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
1,0,1,0,0,0,0,0,,,,,0.020000000000000004,0.5,48.76278230000753,48.76278230000753,51.78895940002985,51.78895940002985,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
1,0,1,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
2,0,2,0,0,0,0,0,,,,,1.0,0.5,51.78895940002985,51.78895940002985,54.82403220003471,54.82403220003471,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
2,0,2,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
3,0,3,0,0,0,0,0,,,,,0.1414213562373095,0.5,54.82403220003471,54.82403220003471,57.85988679993898,57.85988679993898,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
3,0,3,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
4,0,4,0,0,0,0,0,,,,,0.3760603093086394,0.5,57.85988679993898,57.85988679993898,60.893842899939045,60.893842899939045,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
4,0,4,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
5,0,5,0,0,0,0,0,,,,,1.0,0.5,60.893842899939045,60.893842899939045,63.92648529994767,63.92648529994767,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
5,0,5,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
6,0,6,0,0,0,0,0,,,,,0.020000000000000004,0.5,63.92648529994767,63.92648529994767,66.95934279996436,66.95934279996436,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
6,0,6,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
7,0,7,0,0,0,0,0,,,,,0.3760603093086394,0.5,66.95934279996436,66.95934279996436,69.99503630003892,69.99503630003892,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
7,0,7,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
8,0,8,0,0,0,0,0,,,,,0.1414213562373095,0.5,69.99503630003892,69.99503630003892,73.03113489993848,73.03113489993848,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
8,0,8,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
9,0,9,0,0,0,0,0,,,,,0.3760603093086394,0.5,73.03113489993848,73.03113489993848,76.06058609997854,76.06058609997854,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
9,0,9,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
10,0,10,0,0,0,0,0,,,,,0.05318295896944989,0.5,76.06058609997854,76.06058609997854,79.08402309997473,79.08402309997473,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
10,0,10,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
11,0,11,0,0,0,0,0,,,,,0.05318295896944989,0.5,79.08402309997473,79.08402309997473,82.12783829995897,82.12783829995897,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
11,0,11,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
12,0,12,0,0,0,0,0,,,,,1.0,0.5,82.12783829995897,82.12783829995897,85.1601450999733,85.1601450999733,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
12,0,12,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
13,0,13,0,0,0,0,0,,,,,0.1414213562373095,0.5,85.1601450999733,85.1601450999733,88.19365879998077,88.19365879998077,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
13,0,13,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
14,0,14,0,0,0,0,0,,,,,0.3760603093086394,0.5,88.19365879998077,88.19365879998077,91.22846190002747,91.22846190002747,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
14,0,14,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
15,0,15,0,0,0,0,0,,,,,0.020000000000000004,0.5,91.22846190002747,91.22846190002747,94.24763759993948,94.24763759993948,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
15,0,15,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
16,0,16,0,0,0,0,0,,,,,0.020000000000000004,0.5,94.24763759993948,94.24763759993948,97.27473659999669,97.27473659999669,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
16,0,16,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
17,0,17,0,0,0,0,0,,,,,0.05318295896944989,0.5,97.27473659999669,97.27473659999669,100.31311079999432,100.31311079999432,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
17,0,17,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
18,0,18,0,0,0,0,0,,,,,0.1414213562373095,0.5,100.31311079999432,100.31311079999432,103.34228099999018,103.34228099999018,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
18,0,18,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
19,0,19,0,0,0,0,0,,,,,0.05318295896944989,0.5,103.34228099999018,103.34228099999018,216.97986870002933,216.97986870002933,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
19,0,19,0,,,,,,,,,,,,,,,,,837324,001,3,2024-08-13_01h43.30.069,stimuli3,2022.2.5,59.9645129683566,
,,,,,,,,,,,,,,,,,,,1,,,,,,,,
