32.4958 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
61.5447 	EXP 	text_4: height = 0.05
61.5447 	EXP 	text_4: text = 'Spatial frequency: 1.0\nContrast: 1.0\nPhase: 0.354'
61.5447 	EXP 	GA: autoDraw = True
61.5447 	EXP 	GA: autoDraw = True
61.5447 	EXP 	text_4: autoDraw = True
64.5503 	EXP 	GA: autoDraw = False
64.5503 	EXP 	GA: autoDraw = False
64.5503 	EXP 	text_4: autoDraw = False
64.5503 	EXP 	GA: autoDraw = False
64.5503 	EXP 	GA: autoDraw = False
64.5503 	EXP 	text_4: autoDraw = False
64.5503 	EXP 	polygon_3: autoDraw = True
68.2604 	EXP 	polygon_3: autoDraw = False
68.2604 	EXP 	polygon_3: autoDraw = False
68.2604 	EXP 	GA: sf = array([1., 1.])
68.2604 	EXP 	GA: sf = array([1., 1.])
68.2604 	EXP 	GA: phase = array([0.39716412, 0.39716412])
68.2604 	EXP 	text_3: height = 0.05
68.2604 	EXP 	text_3: height = 0.05
68.2604 	EXP 	text_3: height = 0.05
68.2604 	EXP 	text_3: text = 'Spatial frequency: 1.0\nContrast: 1.0\nPhase: 0.397'
68.2604 	EXP 	text_4: height = 0.05
68.2604 	EXP 	text_4: height = 0.05
68.2604 	EXP 	text_4: height = 0.05
68.2604 	EXP 	text_4: text = 'Spatial frequency: 1.0\nContrast: 1.0\nPhase: 0.397'
68.2604 	EXP 	GA: autoDraw = True
68.2604 	EXP 	GA: autoDraw = True
68.2604 	EXP 	text_4: autoDraw = True
71.4827 	EXP 	window1: mouseVisible = True
