ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,131.23161450005136,131.23161450005136,space,0.9574107999214903,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
0,0,0,0,0,0,0,0,,,,,0.05318295896944989,0.5,132.2980245000217,132.2980245000217,135.34001000004355,135.34001000004355,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
0,0,0,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
1,0,1,0,0,0,0,0,,,,,0.020000000000000004,0.5,135.34001000004355,135.34001000004355,138.3608122000005,138.3608122000005,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
1,0,1,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
2,0,2,0,0,0,0,0,,,,,0.020000000000000004,0.5,138.3608122000005,138.3608122000005,141.4022549999645,141.4022549999645,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
2,0,2,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
3,0,3,0,0,0,0,0,,,,,0.05318295896944989,0.5,141.4022549999645,141.4022549999645,144.47363130003214,144.47363130003214,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
3,0,3,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
4,0,4,0,0,0,0,0,,,,,0.1414213562373095,0.5,144.47363130003214,144.47363130003214,147.50447559996974,147.50447559996974,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
4,0,4,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
5,0,5,0,0,0,0,0,,,,,1.0,0.5,147.50447559996974,147.50447559996974,150.543101200019,150.543101200019,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
5,0,5,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
6,0,6,0,0,0,0,0,,,,,0.1414213562373095,0.5,150.543101200019,150.543101200019,153.5756826000288,153.5756826000288,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
6,0,6,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
7,0,7,0,0,0,0,0,,,,,0.020000000000000004,0.5,153.5756826000288,153.5756826000288,156.60892530006822,156.60892530006822,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
7,0,7,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
8,0,8,0,0,0,0,0,,,,,0.1414213562373095,0.5,156.60892530006822,156.60892530006822,159.64951790007763,159.64951790007763,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
8,0,8,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
9,0,9,0,0,0,0,0,,,,,0.3760603093086394,0.5,159.64951790007763,159.64951790007763,162.68894570006523,162.68894570006523,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
9,0,9,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
10,0,10,0,0,0,0,0,,,,,0.1414213562373095,0.5,162.68894570006523,162.68894570006523,165.71926629997324,165.71926629997324,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
10,0,10,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
11,0,11,0,0,0,0,0,,,,,1.0,0.5,165.71926629997324,165.71926629997324,168.75498239998706,168.75498239998706,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
11,0,11,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
12,0,12,0,0,0,0,0,,,,,0.05318295896944989,0.5,168.75498239998706,168.75498239998706,171.7866064000409,171.7866064000409,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
12,0,12,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
13,0,13,0,0,0,0,0,,,,,1.0,0.5,171.7866064000409,171.7866064000409,174.82506469998043,174.82506469998043,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
13,0,13,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
14,0,14,0,0,0,0,0,,,,,0.3760603093086394,0.5,174.82506469998043,174.82506469998043,177.84573010005988,177.84573010005988,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
14,0,14,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
15,0,15,0,0,0,0,0,,,,,0.3760603093086394,0.5,177.84573010005988,177.84573010005988,180.8853224000195,180.8853224000195,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
15,0,15,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
16,0,16,0,0,0,0,0,,,,,0.05318295896944989,0.5,180.8853224000195,180.8853224000195,183.92137650004588,183.92137650004588,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
16,0,16,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
17,0,17,0,0,0,0,0,,,,,0.3760603093086394,0.5,183.92137650004588,183.92137650004588,186.96425089996774,186.96425089996774,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
17,0,17,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
18,0,18,0,0,0,0,0,,,,,0.020000000000000004,0.5,186.96425089996774,186.96425089996774,190.01467740000226,190.01467740000226,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
18,0,18,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
19,0,19,0,0,0,0,0,,,,,1.0,0.5,190.01467740000226,190.01467740000226,193.0766848999774,193.0766848999774,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
19,0,19,0,,,,,,,,,,,,,,,,101361,001,3,2024-08-14_18h15.47.817,stimuli3,2022.2.5,60.11053127480427,
