opt1.thisRepN,opt1.thisTrialN,opt1.thisN,opt1.thisIndex,staircase_loop.thisTrialN,staircase_loop.stepSize,staircase_loop.intensity,opt2.thisRepN,opt2.thisTrialN,opt2.thisN,opt2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,staircase_loop.response,polygon_3.started,polygon_3.stopped,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,47.52016550011467,47.52016550011467,space,4.887159299920313,,,,,,,,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,0,0.005,0.5,,,,,,,,,58.092616700101644,58.092616700101644,61.0922569000395,61.0922569000395,0,61.0922569000395,64.98679860006087,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,1,0.005,0.505,,,,,,,,,64.98679860006087,64.98679860006087,67.9916685000062,67.9916685000062,1,67.9916685000062,71.54433550010435,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,2,0.005,0.5,,,,,,,,,71.54433550010435,71.54433550010435,74.55790570005774,74.55790570005774,1,74.55790570005774,78.14326320006512,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,3,0.005,0.495,,,,,,,,,78.14326320006512,78.14326320006512,81.15799289999995,81.15799289999995,0,81.15799289999995,84.80064790009055,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,4,0.005,0.495,,,,,,,,,84.80064790009055,84.80064790009055,87.8080833000131,87.8080833000131,0,87.8080833000131,91.40232620004099,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,5,0.005,0.5,,,,,,,,,91.40232620004099,91.40232620004099,94.4074852000922,94.4074852000922,1,94.4074852000922,98.01140450011007,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,6,0.005,0.495,,,,,,,,,98.01140450011007,98.01140450011007,101.02369300008286,101.02369300008286,1,101.02369300008286,104.62622410000768,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,7,0.005,0.49,,,,,,,,,104.62622410000768,104.62622410000768,107.64095190004446,107.64095190004446,1,107.64095190004446,111.22645020007621,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,8,0.005,0.485,,,,,,,,,111.22645020007621,111.22645020007621,114.24046820006333,114.24046820006333,0,114.24046820006333,117.90123380010482,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
