ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,key_resp_2.corr,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
10,0,10,0,0,0,0,0,,,,,0.3760603093086394,0.5,69.97917079995386,69.97917079995386,73.01265249995049,73.01265249995049,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
10,0,10,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
11,0,11,0,0,0,0,0,,,,,1.0,0.5,73.01265249995049,73.01265249995049,76.04493370000273,76.04493370000273,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
11,0,11,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
12,0,12,0,0,0,0,0,,,,,0.3760603093086394,0.5,76.04493370000273,76.04493370000273,79.07899810001254,79.07899810001254,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
12,0,12,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
13,0,13,0,0,0,0,0,,,,,0.05318295896944989,0.5,79.07899810001254,79.07899810001254,82.11392889998388,82.11392889998388,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
13,0,13,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
14,0,14,0,0,0,0,0,,,,,0.1414213562373095,0.5,82.11392889998388,82.11392889998388,85.14351309998892,85.14351309998892,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
14,0,14,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
15,0,15,0,0,0,0,0,,,,,0.05318295896944989,0.5,85.14351309998892,85.14351309998892,88.17912500002421,88.17912500002421,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
15,0,15,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
16,0,16,0,0,0,0,0,,,,,1.0,0.5,88.17912500002421,88.17912500002421,91.20491750002839,91.20491750002839,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
16,0,16,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
17,0,17,0,0,0,0,0,,,,,1.0,0.5,91.20491750002839,91.20491750002839,94.22883209993597,94.22883209993597,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
17,0,17,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
18,0,18,0,0,0,0,0,,,,,0.1414213562373095,0.5,94.22883209993597,94.22883209993597,97.26381099992432,97.26381099992432,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
18,0,18,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
19,0,19,0,0,0,0,0,,,,,0.3760603093086394,0.5,97.26381099992432,97.26381099992432,100.2714973000111,100.2714973000111,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
19,0,19,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
,,,,,,,,,,,,,,,,,,,1,,,,,,,,
