ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,key_resp_2.corr,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,37.44703399995342,37.44703399995342,space,2.134398000082001,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
0,0,0,0,0,0,0,0,,,,,0.3760603093086394,0.5,39.67774359998293,39.67774359998293,42.71213999995962,42.71213999995962,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
0,0,0,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
1,0,1,0,0,0,0,0,,,,,0.05318295896944989,0.5,42.71213999995962,42.71213999995962,45.74693040002603,45.74693040002603,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
1,0,1,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
2,0,2,0,0,0,0,0,,,,,0.020000000000000004,0.5,45.74693040002603,45.74693040002603,48.77691909996793,48.77691909996793,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
2,0,2,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
3,0,3,0,0,0,0,0,,,,,0.05318295896944989,0.5,48.77691909996793,48.77691909996793,51.81482600001618,51.81482600001618,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
3,0,3,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
4,0,4,0,0,0,0,0,,,,,0.020000000000000004,0.5,51.81482600001618,51.81482600001618,54.8372750999406,54.8372750999406,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
4,0,4,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
5,0,5,0,0,0,0,0,,,,,0.020000000000000004,0.5,54.8372750999406,54.8372750999406,57.867141199996695,57.867141199996695,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
5,0,5,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
6,0,6,0,0,0,0,0,,,,,0.1414213562373095,0.5,57.867141199996695,57.867141199996695,60.88976980000734,60.88976980000734,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
6,0,6,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
7,0,7,0,0,0,0,0,,,,,0.1414213562373095,0.5,60.88976980000734,60.88976980000734,63.911252700025216,63.911252700025216,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
7,0,7,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
8,0,8,0,0,0,0,0,,,,,0.020000000000000004,0.5,63.911252700025216,63.911252700025216,66.94445539999288,66.94445539999288,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
8,0,8,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
9,0,9,0,0,0,0,0,,,,,1.0,0.5,66.94445539999288,66.94445539999288,69.97917079995386,69.97917079995386,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
9,0,9,0,,,,,,,,,,,,,,,,,323231,001,3,2024-08-15_01h04.58.397,stimuli3,2022.2.5,59.98346858380562,
