ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,thisRow.t,notes,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,50.4568843000452,50.4568843000452,space,0.8108906999696046,,,,,710098,001,3,2024-07-27_16h36.26.356,stimuli3,2022.2.5,60.14798810945326,
,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
