opt1.thisRepN,opt1.thisTrialN,opt1.thisN,opt1.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,35.26365660002921,35.26365660002921,space,2.454168599913828,971802,001,3,2024-08-15_14h42.29.707,stimuli4,2022.2.5,59.982353210936864,
