ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
7,0,7,0,,,,,,,,,,,,,,,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
8,0,8,0,0,0,0,0,,,,,0.3760603093086394,0.5,59.07318719988689,59.07318719988689,62.10527459997684,62.10527459997684,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
8,0,8,0,,,,,,,,,,,,,,,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
9,0,9,0,0,0,0,0,,,,,0.05318295896944989,0.5,62.10527459997684,62.10527459997684,65.13911379990168,65.13911379990168,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
9,0,9,0,,,,,,,,,,,,,,,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
10,0,10,0,0,0,0,0,,,,,0.1414213562373095,0.5,65.13911379990168,65.13911379990168,68.19033649994526,68.19033649994526,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
10,0,10,0,,,,,,,,,,,,,,,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
11,0,11,0,0,0,0,0,,,,,0.3760603093086394,0.5,68.19033649994526,68.19033649994526,71.22312609991059,71.22312609991059,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
11,0,11,0,,,,,,,,,,,,,,,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
12,0,12,0,0,0,0,0,,,,,0.05318295896944989,0.5,71.22312609991059,71.22312609991059,74.2507688999176,74.2507688999176,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
12,0,12,0,,,,,,,,,,,,,,,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
13,0,13,0,0,0,0,0,,,,,0.05318295896944989,0.5,74.2507688999176,74.2507688999176,77.27467819990125,77.27467819990125,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
13,0,13,0,,,,,,,,,,,,,,,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
14,0,14,0,0,0,0,0,,,,,1.0,0.5,77.27467819990125,77.27467819990125,80.29721729992889,80.29721729992889,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
14,0,14,0,,,,,,,,,,,,,,,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
15,0,15,0,0,0,0,0,,,,,1.0,0.5,80.29721729992889,80.29721729992889,83.32128549995832,83.32128549995832,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
15,0,15,0,,,,,,,,,,,,,,,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
16,0,16,0,0,0,0,0,,,,,0.1414213562373095,0.5,83.32128549995832,83.32128549995832,86.34760169999208,86.34760169999208,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
16,0,16,0,,,,,,,,,,,,,,,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
17,0,17,0,0,0,0,0,,,,,0.1414213562373095,0.5,86.34760169999208,86.34760169999208,89.37183009996079,89.37183009996079,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
17,0,17,0,,,,,,,,,,,,,,,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
18,0,18,0,0,0,0,0,,,,,0.020000000000000004,0.5,89.37183009996079,89.37183009996079,92.39756179996766,92.39756179996766,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
18,0,18,0,,,,,,,,,,,,,,,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
19,0,19,0,0,0,0,0,,,,,0.020000000000000004,0.5,92.39756179996766,92.39756179996766,95.39934599993285,95.39934599993285,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
19,0,19,0,,,,,,,,,,,,,,,,805049,001,3,2024-08-14_21h56.45.302,stimuli3,2022.2.5,59.96961939684762,
