ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,key_resp_2.corr,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,33.865829100017436,33.865829100017436,space,0.4065235999878496,,,,,,,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
0,0,0,0,0,0,0,0,,,,,0.3760603093086394,0.5,34.362202499993145,34.362202499993145,37.4011042000493,37.4011042000493,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
0,0,0,0,,,,,,,,,,,,,,,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
1,0,1,0,0,0,0,0,,,,,0.1414213562373095,0.5,37.4011042000493,37.4011042000493,40.432958199991845,40.432958199991845,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
1,0,1,0,,,,,,,,,,,,,,,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
2,0,2,0,0,0,0,0,,,,,0.020000000000000004,0.5,40.432958199991845,40.432958199991845,43.46336860000156,43.46336860000156,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
2,0,2,0,,,,,,,,,,,,,,,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
3,0,3,0,0,0,0,0,,,,,0.3760603093086394,0.5,43.46336860000156,43.46336860000156,46.49889050005004,46.49889050005004,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
3,0,3,0,,,,,,,,,,,,,,,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
4,0,4,0,0,0,0,0,,,,,1.0,0.5,46.49889050005004,46.49889050005004,49.53477170004044,49.53477170004044,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
4,0,4,0,,,,,,,,,,,,,,,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
5,0,5,0,0,0,0,0,,,,,0.1414213562373095,0.5,49.53477170004044,49.53477170004044,52.566213999991305,52.566213999991305,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
5,0,5,0,,,,,,,,,,,,,,,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
6,0,6,0,0,0,0,0,,,,,0.3760603093086394,0.5,52.566213999991305,52.566213999991305,55.59950640005991,55.59950640005991,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
6,0,6,0,,,,,,,,,,,,,,,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
7,0,7,0,0,0,0,0,,,,,0.05318295896944989,0.5,55.59950640005991,55.59950640005991,58.634109399979934,58.634109399979934,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
7,0,7,0,,,,,,,,,,,,,,,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
8,0,8,0,0,0,0,0,,,,,0.020000000000000004,0.5,58.634109399979934,58.634109399979934,61.66558440006338,61.66558440006338,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
8,0,8,0,,,,,,,,,,,,,,,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
9,0,9,0,0,0,0,0,,,,,1.0,0.5,61.66558440006338,61.66558440006338,64.69996730005369,64.69996730005369,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
9,0,9,0,,,,,,,,,,,,,,,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
10,0,10,0,0,0,0,0,,,,,0.1414213562373095,0.5,64.69996730005369,64.69996730005369,67.72330579999834,67.72330579999834,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
10,0,10,0,,,,,,,,,,,,,,,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
11,0,11,0,0,0,0,0,,,,,0.1414213562373095,0.5,67.72330579999834,67.72330579999834,70.7483809000114,70.7483809000114,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
11,0,11,0,,,,,,,,,,,,,,,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
12,0,12,0,0,0,0,0,,,,,0.020000000000000004,0.5,70.7483809000114,70.7483809000114,73.78275310003664,73.78275310003664,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
12,0,12,0,,,,,,,,,,,,,,,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
13,0,13,0,0,0,0,0,,,,,0.3760603093086394,0.5,73.78275310003664,73.78275310003664,76.81461340002716,76.81461340002716,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
13,0,13,0,,,,,,,,,,,,,,,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
14,0,14,0,0,0,0,0,,,,,0.05318295896944989,0.5,76.81461340002716,76.81461340002716,79.85041830001865,79.85041830001865,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
14,0,14,0,,,,,,,,,,,,,,,,,925841,001,3,2024-08-15_00h39.35.425,stimuli3,2022.2.5,60.07799324322354,
