opt1.thisRepN,opt1.thisTrialN,opt1.thisN,opt1.thisIndex,staircase_loop.thisTrialN,staircase_loop.stepSize,staircase_loop.intensity,opt2.thisRepN,opt2.thisTrialN,opt2.thisN,opt2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,staircase_loop.response,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,51.7546871000668,51.7546871000668,space,1.3291850000387058,,,,,,651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,0,0.005,0.5,,,,,,,,,53.21049339999445,53.21049339999445,56.25629180006217,56.25629180006217,[1],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,1,0.005,0.495,,,,,,,,,56.25629180006217,56.25629180006217,59.281347700045444,59.281347700045444,[1],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,2,0.005,0.49,,,,,,,,,59.281347700045444,59.281347700045444,62.314114700071514,62.314114700071514,[1],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,3,0.005,0.485,,,,,,,,,62.314114700071514,62.314114700071514,65.36832060001325,65.36832060001325,[1],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,4,0.005,0.48,,,,,,,,,65.36832060001325,65.36832060001325,68.41054110007826,68.41054110007826,[1],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,5,0.005,0.475,,,,,,,,,68.41054110007826,68.41054110007826,71.4548924000701,71.4548924000701,[0],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,6,0.005,0.48,,,,,,,,,71.4548924000701,71.4548924000701,74.48971710004844,74.48971710004844,[1],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,7,0.005,0.475,,,,,,,,,74.48971710004844,74.48971710004844,77.51233649998903,77.51233649998903,[0],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,8,0.005,0.475,,,,,,,,,77.51233649998903,77.51233649998903,80.55380460002925,80.55380460002925,[0],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,9,0.005,0.48,,,,,,,,,80.55380460002925,80.55380460002925,83.58724140003324,83.58724140003324,[0],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,10,0.005,0.48,,,,,,,,,83.58724140003324,83.58724140003324,86.61917280009948,86.61917280009948,[0],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,11,0.005,0.485,,,,,,,,,86.61917280009948,86.61917280009948,89.65390919998754,89.65390919998754,[1],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,12,0.005,0.48,,,,,,,,,89.65390919998754,89.65390919998754,92.67548269999679,92.67548269999679,[0],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,13,0.005,0.48,,,,,,,,,92.67548269999679,92.67548269999679,95.72403220005799,95.72403220005799,[0],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,14,0.005,0.485,,,,,,,,,95.72403220005799,95.72403220005799,98.75083010003436,98.75083010003436,[1],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,15,0.005,0.48,,,,,,,,,98.75083010003436,98.75083010003436,101.77469660004135,101.77469660004135,[0],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,16,0.005,0.48,,,,,,,,,101.77469660004135,101.77469660004135,104.80383640003856,104.80383640003856,[1],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,17,0.005,0.475,,,,,,,,,104.80383640003856,104.80383640003856,107.82431350008119,107.82431350008119,[0],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,18,0.005,0.475,,,,,,,,,107.82431350008119,107.82431350008119,110.85281579999719,110.85281579999719,[0],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,19,0.005,0.48,,,,,,,,,110.85281579999719,110.85281579999719,114.08358139998745,114.08358139998745,[0],651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
0,0,0,0,,,,,,,,,,,,,,,,,651100,001,3,2024-08-15_14h38.18.120,stimuli4,2022.2.5,60.07326535282698,
