opt1.thisRepN,opt1.thisTrialN,opt1.thisN,opt1.thisIndex,staircase_loop.thisTrialN,staircase_loop.stepSize,staircase_loop.intensity,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,polygon_2.started,text_4.started,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,58.46625589998439,58.46625589998439,space,1.1742932999914046,,,777666,001,3,2024-06-29_20h32.35.147,stimuli4,2022.2.5,None,
,,,,,,,,,,,62.1162270999921,62.1162270999921,,,,,,,,
