ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,polygon_3.started,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,31.8512342000613,31.8512342000613,space,0.8006502999924123,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
0,0,0,0,0,0,0,0,,,,,0.020000000000000004,0.5,33.57098110008519,33.57098110008519,36.572733400040306,36.572733400040306,,36.572733400040306,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
0,0,0,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
1,0,1,0,0,0,0,0,,,,,0.020000000000000004,0.5,37.60887520003598,37.60887520003598,40.61339830001816,40.61339830001816,,40.61339830001816,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
1,0,1,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
2,0,2,0,0,0,0,0,,,,,0.05318295896944989,0.5,41.67493259999901,41.67493259999901,44.67880019999575,44.67880019999575,,44.67880019999575,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
2,0,2,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
3,0,3,0,0,0,0,0,,,,,1.0,0.5,45.713713800068945,45.713713800068945,48.71419040008914,48.71419040008914,,48.71419040008914,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
3,0,3,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
4,0,4,0,0,0,0,0,,,,,0.3760603093086394,0.5,49.700682800030336,49.700682800030336,52.7011411000276,52.7011411000276,,52.7011411000276,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
4,0,4,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
5,0,5,0,0,0,0,0,,,,,0.1414213562373095,0.5,53.65237860009074,53.65237860009074,56.658424800029024,56.658424800029024,,56.658424800029024,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
5,0,5,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
6,0,6,0,0,0,0,0,,,,,0.1414213562373095,0.5,57.65778680006042,57.65778680006042,60.66218630003277,60.66218630003277,,60.66218630003277,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
6,0,6,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
7,0,7,0,0,0,0,0,,,,,0.3760603093086394,0.5,61.70527200005017,61.70527200005017,64.70973310002591,64.70973310002591,,64.70973310002591,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
7,0,7,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
8,0,8,0,0,0,0,0,,,,,0.3760603093086394,0.5,65.75838150002528,65.75838150002528,68.76289580005687,68.76289580005687,,68.76289580005687,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
8,0,8,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
9,0,9,0,0,0,0,0,,,,,0.05318295896944989,0.5,69.75422400003299,69.75422400003299,72.75594970001839,72.75594970001839,,72.75594970001839,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
9,0,9,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
10,0,10,0,0,0,0,0,,,,,0.020000000000000004,0.5,73.81175610003993,73.81175610003993,76.81574310001452,76.81574310001452,,76.81574310001452,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
10,0,10,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
11,0,11,0,0,0,0,0,,,,,0.1414213562373095,0.5,77.88058470003307,77.88058470003307,80.88184250006452,80.88184250006452,,80.88184250006452,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
11,0,11,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
12,0,12,0,0,0,0,0,,,,,1.0,0.5,81.95873020007275,81.95873020007275,84.95839250006247,84.95839250006247,,84.95839250006247,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
12,0,12,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
13,0,13,0,0,0,0,0,,,,,0.1414213562373095,0.5,86.02395709999837,86.02395709999837,89.02467300009448,89.02467300009448,,89.02467300009448,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
13,0,13,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
14,0,14,0,0,0,0,0,,,,,0.020000000000000004,0.5,90.09075329999905,90.09075329999905,93.09546880004928,93.09546880004928,,93.09546880004928,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
14,0,14,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
15,0,15,0,0,0,0,0,,,,,0.05318295896944989,0.5,94.13880080007948,94.13880080007948,97.14300380006898,97.14300380006898,,97.14300380006898,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
15,0,15,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
16,0,16,0,0,0,0,0,,,,,1.0,0.5,98.20050610008184,98.20050610008184,101.20234220009297,101.20234220009297,,101.20234220009297,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
16,0,16,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
17,0,17,0,0,0,0,0,,,,,1.0,0.5,102.16793960006908,102.16793960006908,105.1710132000735,105.1710132000735,,105.1710132000735,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
17,0,17,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
18,0,18,0,0,0,0,0,,,,,0.3760603093086394,0.5,106.13902970007621,106.13902970007621,109.1394993000431,109.1394993000431,,109.1394993000431,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
18,0,18,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
19,0,19,0,0,0,0,0,,,,,0.05318295896944989,0.5,110.1809946000576,110.1809946000576,113.18080480000935,113.18080480000935,,113.18080480000935,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
19,0,19,0,,,,,,,,,,,,,,,,,072292,001,3,2024-06-08_17h17.14.517,stimuli3,2022.2.5,165.34910992213995,
