ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,34.325169099960476,34.325169099960476,space,0.5047460999339819,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
0,0,0,0,0,0,0,0,,,,,0.3760603093086394,0.5,34.95323499990627,34.95323499990627,37.993991199997254,37.993991199997254,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
0,0,0,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
1,0,1,0,0,0,0,0,,,,,0.020000000000000004,0.5,37.993991199997254,37.993991199997254,41.01679019990843,41.01679019990843,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
1,0,1,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
2,0,2,0,0,0,0,0,,,,,0.020000000000000004,0.5,41.01679019990843,41.01679019990843,44.05860989994835,44.05860989994835,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
2,0,2,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
3,0,3,0,0,0,0,0,,,,,0.1414213562373095,0.5,44.05860989994835,44.05860989994835,47.08109379990492,47.08109379990492,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
3,0,3,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
4,0,4,0,0,0,0,0,,,,,0.1414213562373095,0.5,47.08109379990492,47.08109379990492,50.10205919994041,50.10205919994041,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
4,0,4,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
5,0,5,0,0,0,0,0,,,,,0.1414213562373095,0.5,50.10205919994041,50.10205919994041,53.13921189995017,53.13921189995017,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
5,0,5,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
6,0,6,0,0,0,0,0,,,,,1.0,0.5,53.13921189995017,53.13921189995017,56.17954459995963,56.17954459995963,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
6,0,6,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
7,0,7,0,0,0,0,0,,,,,0.020000000000000004,0.5,56.17954459995963,56.17954459995963,59.19988799991552,59.19988799991552,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
7,0,7,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
8,0,8,0,0,0,0,0,,,,,0.020000000000000004,0.5,59.19988799991552,59.19988799991552,62.2557017999934,62.2557017999934,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
8,0,8,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
9,0,9,0,0,0,0,0,,,,,0.3760603093086394,0.5,62.2557017999934,62.2557017999934,65.2822020999156,65.2822020999156,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
9,0,9,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
10,0,10,0,0,0,0,0,,,,,0.3760603093086394,0.5,65.2822020999156,65.2822020999156,68.3104064000072,68.3104064000072,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
10,0,10,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
11,0,11,0,0,0,0,0,,,,,0.05318295896944989,0.5,68.3104064000072,68.3104064000072,71.3334523999365,71.3334523999365,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
11,0,11,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
12,0,12,0,0,0,0,0,,,,,0.05318295896944989,0.5,71.3334523999365,71.3334523999365,74.36598219990265,74.36598219990265,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
12,0,12,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
13,0,13,0,0,0,0,0,,,,,0.05318295896944989,0.5,74.36598219990265,74.36598219990265,77.41237089992501,77.41237089992501,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
13,0,13,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
14,0,14,0,0,0,0,0,,,,,1.0,0.5,77.41237089992501,77.41237089992501,80.44390199996997,80.44390199996997,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
14,0,14,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
15,0,15,0,0,0,0,0,,,,,0.3760603093086394,0.5,80.44390199996997,80.44390199996997,83.47710759995971,83.47710759995971,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
15,0,15,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
16,0,16,0,0,0,0,0,,,,,0.05318295896944989,0.5,83.47710759995971,83.47710759995971,86.51364879996981,86.51364879996981,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
16,0,16,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
17,0,17,0,0,0,0,0,,,,,1.0,0.5,86.51364879996981,86.51364879996981,89.53381789999548,89.53381789999548,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
17,0,17,0,,,,,,,,,,,,,,,,983862,001,3,2024-08-14_18h10.50.024,stimuli3,2022.2.5,59.82668210551341,
