ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,44.688446199987084,44.688446199987084,space,10.853737400029786,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
0,0,0,0,0,0,0,0,,,,,0.1414213562373095,0.5,55.66220390005037,55.66220390005037,58.703804600052536,58.703804600052536,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
0,0,0,0,,,,,,,,,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
1,0,1,0,0,0,0,0,,,,,0.020000000000000004,0.5,58.703804600052536,58.703804600052536,61.728108200011775,61.728108200011775,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
1,0,1,0,,,,,,,,,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
2,0,2,0,0,0,0,0,,,,,0.1414213562373095,0.5,61.728108200011775,61.728108200011775,64.7667282000184,64.7667282000184,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
2,0,2,0,,,,,,,,,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
3,0,3,0,0,0,0,0,,,,,0.3760603093086394,0.5,64.7667282000184,64.7667282000184,67.80345460004173,67.80345460004173,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
3,0,3,0,,,,,,,,,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
4,0,4,0,0,0,0,0,,,,,0.05318295896944989,0.5,67.80345460004173,67.80345460004173,70.83470180002041,70.83470180002041,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
4,0,4,0,,,,,,,,,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
5,0,5,0,0,0,0,0,,,,,0.020000000000000004,0.5,70.83470180002041,70.83470180002041,73.86593560001347,73.86593560001347,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
5,0,5,0,,,,,,,,,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
6,0,6,0,0,0,0,0,,,,,1.0,0.5,73.86593560001347,73.86593560001347,76.90101800009143,76.90101800009143,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
6,0,6,0,,,,,,,,,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
7,0,7,0,0,0,0,0,,,,,0.020000000000000004,0.5,76.90101800009143,76.90101800009143,79.9380647999933,79.9380647999933,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
7,0,7,0,,,,,,,,,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
8,0,8,0,0,0,0,0,,,,,0.1414213562373095,0.5,79.9380647999933,79.9380647999933,82.96427730005234,82.96427730005234,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
8,0,8,0,,,,,,,,,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
9,0,9,0,0,0,0,0,,,,,0.3760603093086394,0.5,82.96427730005234,82.96427730005234,85.99074090004433,85.99074090004433,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
9,0,9,0,,,,,,,,,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
10,0,10,0,0,0,0,0,,,,,0.3760603093086394,0.5,85.99074090004433,85.99074090004433,89.03744169999845,89.03744169999845,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
10,0,10,0,,,,,,,,,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
11,0,11,0,0,0,0,0,,,,,0.05318295896944989,0.5,89.03744169999845,89.03744169999845,92.07130290009081,92.07130290009081,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
11,0,11,0,,,,,,,,,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
12,0,12,0,0,0,0,0,,,,,1.0,0.5,92.07130290009081,92.07130290009081,95.10193220002111,95.10193220002111,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
12,0,12,0,,,,,,,,,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
13,0,13,0,0,0,0,0,,,,,0.05318295896944989,0.5,95.10193220002111,95.10193220002111,98.14750950003508,98.14750950003508,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
13,0,13,0,,,,,,,,,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
14,0,14,0,0,0,0,0,,,,,0.1414213562373095,0.5,98.14750950003508,98.14750950003508,101.19852940004785,101.19852940004785,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
14,0,14,0,,,,,,,,,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
15,0,15,0,0,0,0,0,,,,,1.0,0.5,101.19852940004785,101.19852940004785,104.23363050003536,104.23363050003536,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
15,0,15,0,,,,,,,,,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
16,0,16,0,0,0,0,0,,,,,0.3760603093086394,0.5,104.23363050003536,104.23363050003536,107.2649443000555,107.2649443000555,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
16,0,16,0,,,,,,,,,,,,,,,,187886,001,3,2024-08-14_18h00.06.046,stimuli3,2022.2.5,60.158553901395855,
