ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,key_resp_2.corr,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,30.326789399958216,30.326789399958216,space,0.6332794999470934,,,,,,,,,667270,001,3,2024-08-15_00h16.12.047,stimuli3,2022.2.5,59.97080618473594,
0,0,0,0,0,0,0,0,,,,,0.05318295896944989,0.5,31.05627409997396,31.05627409997396,34.0940050999634,34.0940050999634,,,667270,001,3,2024-08-15_00h16.12.047,stimuli3,2022.2.5,59.97080618473594,
0,0,0,0,,,,,,,,,,,,,,,,,667270,001,3,2024-08-15_00h16.12.047,stimuli3,2022.2.5,59.97080618473594,
1,0,1,0,0,0,0,0,,,,,1.0,0.5,34.0940050999634,34.0940050999634,37.1249686999945,37.1249686999945,,,667270,001,3,2024-08-15_00h16.12.047,stimuli3,2022.2.5,59.97080618473594,
1,0,1,0,,,,,,,,,,,,,,,,,667270,001,3,2024-08-15_00h16.12.047,stimuli3,2022.2.5,59.97080618473594,
2,0,2,0,0,0,0,0,,,,,0.020000000000000004,0.5,37.1249686999945,37.1249686999945,40.15145929995924,40.15145929995924,,,667270,001,3,2024-08-15_00h16.12.047,stimuli3,2022.2.5,59.97080618473594,
2,0,2,0,,,,,,,,,,,,,,,,,667270,001,3,2024-08-15_00h16.12.047,stimuli3,2022.2.5,59.97080618473594,
3,0,3,0,0,0,0,0,,,,,0.020000000000000004,0.5,40.15145929995924,40.15145929995924,43.17818439996336,43.17818439996336,,,667270,001,3,2024-08-15_00h16.12.047,stimuli3,2022.2.5,59.97080618473594,
3,0,3,0,,,,,,,,,,,,,,,,,667270,001,3,2024-08-15_00h16.12.047,stimuli3,2022.2.5,59.97080618473594,
4,0,4,0,0,0,0,0,,,,,0.3760603093086394,0.5,43.17818439996336,43.17818439996336,46.20693779992871,46.20693779992871,,,667270,001,3,2024-08-15_00h16.12.047,stimuli3,2022.2.5,59.97080618473594,
4,0,4,0,,,,,,,,,,,,,,,,,667270,001,3,2024-08-15_00h16.12.047,stimuli3,2022.2.5,59.97080618473594,
5,0,5,0,0,0,0,0,,,,,0.020000000000000004,0.5,46.20693779992871,46.20693779992871,49.24235109996516,49.24235109996516,,,667270,001,3,2024-08-15_00h16.12.047,stimuli3,2022.2.5,59.97080618473594,
5,0,5,0,,,,,,,,,,,,,,,,,667270,001,3,2024-08-15_00h16.12.047,stimuli3,2022.2.5,59.97080618473594,
