ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon.started,text_3.started,polygon.stopped,text_3.stopped,position.routineEndVal,key_resp_2.started,polygon_2.started,text_4.started,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,21.584455900010653,21.584455900010653,space,1.787349099991843,,,,,,,,,,,679703,001,0.1,2024-06-08_13h38.07.417,stimuli3,2022.2.5,164.52997095409063,
,,,,,,,,,,,,0.05318295896944989,0.5,23.45300129998941,23.45300129998941,23.555051399976946,23.555051399976946,"(16, 0)",23.555051399976946,23.555051399976946,23.555051399976946,,,,,,,,
