ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,51.73140599997714,51.73140599997714,space,0.7519267000025138,,,,,,,,888493,001,3,2024-08-14_17h35.35.074,stimuli3,2022.2.5,59.82281679705137,
0,0,0,0,0,0,0,0,,,,,1.0,0.5,52.6127505999757,52.6127505999757,55.6632708000252,55.6632708000252,,888493,001,3,2024-08-14_17h35.35.074,stimuli3,2022.2.5,59.82281679705137,
0,0,0,0,,,,,,,,,,,,,,,,888493,001,3,2024-08-14_17h35.35.074,stimuli3,2022.2.5,59.82281679705137,
1,0,1,0,0,0,0,0,,,,,0.3760603093086394,0.5,55.6632708000252,55.6632708000252,58.70282120001502,58.70282120001502,,888493,001,3,2024-08-14_17h35.35.074,stimuli3,2022.2.5,59.82281679705137,
1,0,1,0,,,,,,,,,,,,,,,,888493,001,3,2024-08-14_17h35.35.074,stimuli3,2022.2.5,59.82281679705137,
2,0,2,0,0,0,0,0,,,,,0.1414213562373095,0.5,58.70282120001502,58.70282120001502,61.73466820002068,61.73466820002068,,888493,001,3,2024-08-14_17h35.35.074,stimuli3,2022.2.5,59.82281679705137,
2,0,2,0,,,,,,,,,,,,,,,,888493,001,3,2024-08-14_17h35.35.074,stimuli3,2022.2.5,59.82281679705137,
3,0,3,0,0,0,0,0,,,,,0.3760603093086394,0.5,61.73466820002068,61.73466820002068,64.76665629993659,64.76665629993659,,888493,001,3,2024-08-14_17h35.35.074,stimuli3,2022.2.5,59.82281679705137,
3,0,3,0,,,,,,,,,,,,,,,,888493,001,3,2024-08-14_17h35.35.074,stimuli3,2022.2.5,59.82281679705137,
4,0,4,0,0,0,0,0,,,,,1.0,0.5,64.76665629993659,64.76665629993659,67.82254890003242,67.82254890003242,,888493,001,3,2024-08-14_17h35.35.074,stimuli3,2022.2.5,59.82281679705137,
4,0,4,0,,,,,,,,,,,,,,,,888493,001,3,2024-08-14_17h35.35.074,stimuli3,2022.2.5,59.82281679705137,
5,0,5,0,0,0,0,0,,,,,0.05318295896944989,0.5,67.82254890003242,67.82254890003242,70.86120759998448,70.86120759998448,,888493,001,3,2024-08-14_17h35.35.074,stimuli3,2022.2.5,59.82281679705137,
5,0,5,0,,,,,,,,,,,,,,,,888493,001,3,2024-08-14_17h35.35.074,stimuli3,2022.2.5,59.82281679705137,
6,0,6,0,0,0,0,0,,,,,0.05318295896944989,0.5,70.86120759998448,70.86120759998448,73.91043169994373,73.91043169994373,,888493,001,3,2024-08-14_17h35.35.074,stimuli3,2022.2.5,59.82281679705137,
6,0,6,0,,,,,,,,,,,,,,,,888493,001,3,2024-08-14_17h35.35.074,stimuli3,2022.2.5,59.82281679705137,
7,0,7,0,0,0,0,0,,,,,0.1414213562373095,0.5,73.91043169994373,73.91043169994373,76.9544912999263,76.9544912999263,,888493,001,3,2024-08-14_17h35.35.074,stimuli3,2022.2.5,59.82281679705137,
7,0,7,0,,,,,,,,,,,,,,,,888493,001,3,2024-08-14_17h35.35.074,stimuli3,2022.2.5,59.82281679705137,
